Name,Weight,CumulativeWeight
Ayako,0.001,89.299,3584
Arica,0.001,89.300,3585
An,0.001,89.301,3586
Alysa,0.001,89.303,3587
Alessandra,0.001,89.304,3588
Akilah,0.001,89.305,3589
Adrien,0.001,89.306,3590
Zetta,0.001,89.307,3591
Youlanda,0.001,89.309,3592
Yelena,0.001,89.310,3593
Yahaira,0.001,89.311,3594
Xuan,0.001,89.312,3595
Wendolyn,0.001,89.313,3596
Victor,0.001,89.314,3597
Tijuana,0.001,89.316,3598
Terrell,0.001,89.317,3599
Terina,0.001,89.318,3600
Teresia,0.001,89.319,3601
Suzi,0.001,89.320,3602
Sunday,0.001,89.321,3603
Sherell,0.001,89.323,3604
Shavonda,0.001,89.324,3605
Shaunte,0.001,89.325,3606
Sharda,0.001,89.326,3607
Shakita,0.001,89.327,3608
Sena,0.001,89.328,3609
Ryann,0.001,89.330,3610
Rubi,0.001,89.331,3611
Riva,0.001,89.332,3612
Reginia,0.001,89.333,3613
Rea,0.001,89.334,3614
Rachal,0.001,89.335,3615
Parthenia,0.001,89.336,3616
Pamula,0.001,89.338,3617
Monnie,0.001,89.339,3618
Monet,0.001,89.340,3619
Michaele,0.001,89.341,3620
Melia,0.001,89.342,3621
Marine,0.001,89.343,3622
Malka,0.001,89.345,3623
Maisha,0.001,89.346,3624
Lisandra,0.001,89.347,3625
Leo,0.001,89.348,3626
Lekisha,0.001,89.349,3627
Lean,0.001,89.350,3628
Laurence,0.001,89.352,3629
Lakendra,0.001,89.353,3630
Krystin,0.001,89.354,3631
Kortney,0.001,89.355,3632
Kizzie,0.001,89.356,3633
Kittie,0.001,89.357,3634
Kera,0.001,89.359,3635
Kendal,0.001,89.360,3636
Kemberly,0.001,89.361,3637
Kanisha,0.001,89.362,3638
Julene,0.001,89.363,3639
Jule,0.001,89.364,3640
Joshua,0.001,89.366,3641
Johanne,0.001,89.367,3642
Jeffrey,0.001,89.368,3643
Jamee,0.001,89.369,3644
Han,0.001,89.370,3645
Halley,0.001,89.371,3646
Gidget,0.001,89.373,3647
Galina,0.001,89.374,3648
Fredricka,0.001,89.375,3649
Fleta,0.001,89.376,3650
Fatimah,0.001,89.377,3651
Eusebia,0.001,89.378,3652
Elza,0.001,89.379,3653
Eleonore,0.001,89.381,3654
Dorthey,0.001,89.382,3655
Doria,0.001,89.383,3656
Donella,0.001,89.384,3657
Dinorah,0.001,89.385,3658
Delorse,0.001,89.386,3659
Claretha,0.001,89.388,3660
Christinia,0.001,89.389,3661
Charlyn,0.001,89.390,3662
Bong,0.001,89.391,3663
Belkis,0.001,89.392,3664
Azzie,0.001,89.393,3665
Andera,0.001,89.395,3666
Aiko,0.001,89.396,3667
Adena,0.001,89.397,3668
Yer,0.001,89.398,3669
Yajaira,0.001,89.399,3670
Wan,0.001,89.400,3671
Vania,0.001,89.401,3672
Ulrike,0.001,89.403,3673
Toshia,0.001,89.404,3674
Tifany,0.001,89.405,3675
Stefany,0.001,89.406,3676
Shizue,0.001,89.407,3677
Shenika,0.001,89.408,3678
Shawanna,0.001,89.409,3679
Sharolyn,0.001,89.410,3680
Sharilyn,0.001,89.412,3681
Shaquana,0.001,89.413,3682
Shantay,0.001,89.414,3683
See,0.001,89.415,3684
Rozanne,0.001,89.416,3685
Roselee,0.001,89.417,3686
Rickie,0.001,89.418,3687
Remona,0.001,89.420,3688
Reanna,0.001,89.421,3689
Raelene,0.001,89.422,3690
Quinn,0.001,89.423,3691
Phung,0.001,89.424,3692
Petronila,0.001,89.425,3693
Natacha,0.001,89.426,3694
Nancey,0.001,89.427,3695
Myrl,0.001,89.429,3696
Miyoko,0.001,89.430,3697
Miesha,0.001,89.431,3698
Merideth,0.001,89.432,3699
Marvella,0.001,89.433,3700
Marquitta,0.001,89.434,3701
Marhta,0.001,89.435,3702
Marchelle,0.001,89.436,3703
Lizeth,0.001,89.438,3704
Libbie,0.001,89.439,3705
Lahoma,0.001,89.440,3706
Ladawn,0.001,89.441,3707
Kina,0.001,89.442,3708
Katheleen,0.001,89.443,3709
Katharyn,0.001,89.444,3710
Karisa,0.001,89.446,3711
Kaleigh,0.001,89.447,3712
Junie,0.001,89.448,3713
Julieann,0.001,89.449,3714
Johnsie,0.001,89.450,3715
Janean,0.001,89.451,3716
Jaimee,0.001,89.452,3717
Jackqueline,0.001,89.453,3718
Hisako,0.001,89.455,3719
Herma,0.001,89.456,3720
Helaine,0.001,89.457,3721
Gwyneth,0.001,89.458,3722
Glenn,0.001,89.459,3723
Gita,0.001,89.460,3724
Eustolia,0.001,89.461,3725
Emelina,0.001,89.462,3726
Elin,0.001,89.464,3727
Edris,0.001,89.465,3728
Donnette,0.001,89.466,3729
Donnetta,0.001,89.467,3730
Dierdre,0.001,89.468,3731
Denae,0.001,89.469,3732
Darcel,0.001,89.470,3733
Claude,0.001,89.472,3734
Clarisa,0.001,89.473,3735
Cinderella,0.001,89.474,3736
Chia,0.001,89.475,3737
Charlesetta,0.001,89.476,3738
Charita,0.001,89.477,3739
Celsa,0.001,89.478,3740
Cassy,0.001,89.479,3741
Cassi,0.001,89.481,3742
Carlee,0.001,89.482,3743
Bruna,0.001,89.483,3744
Brittaney,0.001,89.484,3745
Brande,0.001,89.485,3746
Billi,0.001,89.486,3747
Bao,0.001,89.487,3748
Antonetta,0.001,89.488,3749
Angla,0.001,89.490,3750
Angelyn,0.001,89.491,3751
Analisa,0.001,89.492,3752
Alane,0.001,89.493,3753
Wenona,0.001,89.494,3754
Wendie,0.001,89.495,3755
Veronique,0.001,89.496,3756
Vannesa,0.001,89.497,3757
Tobie,0.001,89.498,3758
Tempie,0.001,89.500,3759
Sumiko,0.001,89.501,3760
Sulema,0.001,89.502,3761
Sparkle,0.001,89.503,3762
Somer,0.001,89.504,3763
Sheba,0.001,89.505,3764
Shayne,0.001,89.506,3765
Sharice,0.001,89.507,3766
Shanel,0.001,89.508,3767
Shalon,0.001,89.509,3768
Sage,0.001,89.511,3769
Roy,0.001,89.512,3770
Rosio,0.001,89.513,3771
Roselia,0.001,89.514,3772
Renay,0.001,89.515,3773
Rema,0.001,89.516,3774
Reena,0.001,89.517,3775
Porsche,0.001,89.518,3776
Ping,0.001,89.519,3777
Peg,0.001,89.520,3778
Ozie,0.001,89.522,3779
Oretha,0.001,89.523,3780
Oralee,0.001,89.524,3781
Oda,0.001,89.525,3782
Nu,0.001,89.526,3783
Ngan,0.001,89.527,3784
Nakesha,0.001,89.528,3785
Milly,0.001,89.529,3786
Marybelle,0.001,89.530,3787
Marlin,0.001,89.531,3788
Maris,0.001,89.533,3789
Margrett,0.001,89.534,3790
Maragaret,0.001,89.535,3791
Manie,0.001,89.536,3792
Lurlene,0.001,89.537,3793
Lillia,0.001,89.538,3794
Lieselotte,0.001,89.539,3795
Lavelle,0.001,89.540,3796
Lashaunda,0.001,89.541,3797
Lakeesha,0.001,89.542,3798
Keith,0.001,89.544,3799
Kaycee,0.001,89.545,3800
Kalyn,0.001,89.546,3801
Joya,0.001,89.547,3802
Joette,0.001,89.548,3803
Jenae,0.001,89.549,3804
Janiece,0.001,89.550,3805
Illa,0.001,89.551,3806
Grisel,0.001,89.552,3807
Glayds,0.001,89.553,3808
Genevie,0.001,89.555,3809
Gala,0.001,89.556,3810
Fredda,0.001,89.557,3811
Fred,0.001,89.558,3812
Elmer,0.001,89.559,3813
Eleonor,0.001,89.560,3814
Debera,0.001,89.561,3815
Deandrea,0.001,89.562,3816
Dan,0.001,89.563,3817
Corrinne,0.001,89.564,3818
Cordia,0.001,89.566,3819
Contessa,0.001,89.567,3820
Colene,0.001,89.568,3821
Cleotilde,0.001,89.569,3822
Charlott,0.001,89.570,3823
Chantay,0.001,89.571,3824
Cecille,0.001,89.572,3825
Beatris,0.001,89.573,3826
Azalee,0.001,89.574,3827
Arlean,0.001,89.575,3828
Ardath,0.001,89.577,3829
Anjelica,0.001,89.578,3830
Anja,0.001,89.579,3831
Alfredia,0.001,89.580,3832
Aleisha,0.001,89.581,3833
Adam,0.001,89.582,3834
Zada,0.001,89.583,3835
Yuonne,0.001,89.584,3836
Xiao,0.001,89.585,3837
Willodean,0.001,89.586,3838
Whitley,0.001,89.587,3839
Vennie,0.001,89.588,3840
Vanna,0.001,89.589,3841
Tyisha,0.001,89.591,3842
Tova,0.001,89.592,3843
Torie,0.001,89.593,3844
Tonisha,0.001,89.594,3845
Tilda,0.001,89.595,3846
Tien,0.001,89.596,3847
Temple,0.001,89.597,3848
Sirena,0.001,89.598,3849
Sherril,0.001,89.599,3850
Shanti,0.001,89.600,3851
Shan,0.001,89.601,3852
Senaida,0.001,89.602,3853
Samella,0.001,89.603,3854
Robbyn,0.001,89.604,3855
Renda,0.001,89.606,3856
Reita,0.001,89.607,3857
Phebe,0.001,89.608,3858
Paulita,0.001,89.609,3859
Nobuko,0.001,89.610,3860
Nguyet,0.001,89.611,3861
Neomi,0.001,89.612,3862
Moon,0.001,89.613,3863
Mikaela,0.001,89.614,3864
Melania,0.001,89.615,3865
Maximina,0.001,89.616,3866
Marg,0.001,89.617,3867
Maisie,0.001,89.618,3868
Lynna,0.001,89.619,3869
Lilli,0.001,89.620,3870
Layne,0.001,89.622,3871
Lashaun,0.001,89.623,3872
Lakenya,0.001,89.624,3873
Lael,0.001,89.625,3874
Kirstie,0.001,89.626,3875
Kathline,0.001,89.627,3876
Kasha,0.001,89.628,3877
Karlyn,0.001,89.629,3878
Karima,0.001,89.630,3879
Jovan,0.001,89.631,3880
Josefine,0.001,89.632,3881
Jennell,0.001,89.633,3882
Jacqui,0.001,89.634,3883
Jackelyn,0.001,89.635,3884
Hyo,0.001,89.636,3885
Hien,0.001,89.638,3886
Grazyna,0.001,89.639,3887
Florrie,0.001,89.640,3888
Floria,0.001,89.641,3889
Eleonora,0.001,89.642,3890
Dwana,0.001,89.643,3891
Dorla,0.001,89.644,3892
Dong,0.001,89.645,3893
Delmy,0.001,89.646,3894
Deja,0.001,89.647,3895
Dede,0.001,89.648,3896
Dann,0.001,89.649,3897
Crysta,0.001,89.650,3898
Clelia,0.001,89.651,3899
Claris,0.001,89.652,3900
Clarence,0.001,89.654,3901
Chieko,0.001,89.655,3902
Cherlyn,0.001,89.656,3903
Cherelle,0.001,89.657,3904
Charmain,0.001,89.658,3905
Chara,0.001,89.659,3906
Cammy,0.001,89.660,3907
Bee,0.001,89.661,3908
Arnette,0.001,89.662,3909
Ardelle,0.001,89.663,3910
Annika,0.001,89.664,3911
Amiee,0.001,89.665,3912
Amee,0.001,89.666,3913
Allena,0.001,89.667,3914
Yvone,0.001,89.668,3915
Yuki,0.001,89.670,3916
Yoshie,0.001,89.671,3917
Yevette,0.001,89.672,3918
Yael,0.001,89.673,3919
Willetta,0.001,89.674,3920
Voncile,0.001,89.675,3921
Venetta,0.001,89.676,3922
Tula,0.001,89.677,3923
Tonette,0.001,89.678,3924
Timika,0.001,89.679,3925
Temika,0.001,89.680,3926
Telma,0.001,89.681,3927
Teisha,0.001,89.682,3928
Taren,0.001,89.683,3929
Ta,0.001,89.684,3930
Stacee,0.001,89.685,3931
Shin,0.001,89.686,3932
Shawnta,0.001,89.687,3933
Saturnina,0.001,89.688,3934
Ricarda,0.001,89.689,3935
Pok,0.001,89.690,3936
Pasty,0.001,89.691,3937
Onie,0.001,89.692,3938
Nubia,0.001,89.693,3939
Mora,0.001,89.694,3940
Mike,0.001,89.695,3941
Marielle,0.001,89.696,3942
Mariella,0.001,89.697,3943
Marianela,0.001,89.699,3944
Mardell,0.001,89.700,3945
Many,0.001,89.701,3946
Luanna,0.001,89.702,3947
Loise,0.001,89.703,3948
Lisabeth,0.001,89.704,3949
Lindsy,0.001,89.705,3950
Lilliana,0.001,89.706,3951
Lilliam,0.001,89.707,3952
Lelah,0.001,89.708,3953
Leigha,0.001,89.709,3954
Leanora,0.001,89.710,3955
Lang,0.001,89.711,3956
Kristeen,0.001,89.712,3957
Khalilah,0.001,89.713,3958
Keeley,0.001,89.714,3959
Kandra,0.001,89.715,3960
Junko,0.001,89.716,3961
Joaquina,0.001,89.717,3962
Jerlene,0.001,89.718,3963
Jani,0.001,89.719,3964
Jamika,0.001,89.720,3965
Jame,0.001,89.721,3966
Hsiu,0.001,89.722,3967
Hermila,0.001,89.723,3968
Golden,0.001,89.724,3969
Genevive,0.001,89.725,3970
Evia,0.001,89.727,3971
Eugena,0.001,89.728,3972
Emmaline,0.001,89.729,3973
Elfreda,0.001,89.730,3974
Elene,0.001,89.731,3975
Donette,0.001,89.732,3976
Delcie,0.001,89.733,3977
Deeanna,0.001,89.734,3978
Darcey,0.001,89.735,3979
Cuc,0.001,89.736,3980
Clarinda,0.001,89.737,3981
Cira,0.001,89.738,3982
Chae,0.001,89.739,3983
Celinda,0.001,89.740,3984
Catheryn,0.001,89.741,3985
Catherin,0.001,89.742,3986
Casimira,0.001,89.743,3987
Carmelia,0.001,89.744,3988
Camellia,0.001,89.745,3989
Breana,0.001,89.746,3990
Bobette,0.001,89.747,3991
Bernardina,0.001,89.748,3992
Bebe,0.001,89.749,3993
Basilia,0.001,89.750,3994
Arlyne,0.001,89.751,3995
Amal,0.001,89.752,3996
Alayna,0.001,89.753,3997
Zonia,0.001,89.754,3998
Zenia,0.001,89.755,3999
Yuriko,0.001,89.756,4000
Yaeko,0.001,89.757,4001
Wynell,0.001,89.758,4002
Willow,0.001,89.759,4003
Willena,0.001,89.760,4004
Vernia,0.001,89.761,4005
Tu,0.001,89.762,4006
Travis,0.001,89.764,4007
Tora,0.001,89.765,4008
Terrilyn,0.001,89.766,4009
Terica,0.001,89.767,4010
Tenesha,0.001,89.768,4011
Tawna,0.001,89.769,4012
Tajuana,0.001,89.770,4013
Taina,0.001,89.771,4014
Stephnie,0.001,89.772,4015
Sona,0.001,89.773,4016
Sol,0.001,89.774,4017
Sina,0.001,89.775,4018
Shondra,0.001,89.776,4019
Shizuko,0.001,89.777,4020
Sherlene,0.001,89.778,4021
Sherice,0.001,89.779,4022
Sharika,0.001,89.780,4023
Rossie,0.001,89.781,4024
Rosena,0.001,89.782,4025
Rory,0.001,89.783,4026
Rima,0.001,89.784,4027
Ria,0.001,89.785,4028
Rheba,0.001,89.786,4029
Renna,0.001,89.787,4030
Peter,0.001,89.788,4031
Natalya,0.001,89.789,4032
Nancee,0.001,89.790,4033
Melodi,0.001,89.791,4034
Meda,0.001,89.792,4035
Maxima,0.001,89.793,4036
Matha,0.001,89.794,4037
Marketta,0.001,89.795,4038
Maricruz,0.001,89.796,4039
Marcelene,0.001,89.797,4040
Malvina,0.001,89.798,4041
Luba,0.001,89.799,4042
Louetta,0.001,89.800,4043
Leida,0.001,89.801,4044
Lecia,0.001,89.802,4045
Lauran,0.001,89.803,4046
Lashawna,0.001,89.804,4047
Laine,0.001,89.805,4048
Khadijah,0.001,89.806,4049
Katerine,0.001,89.807,4050
Kasi,0.001,89.808,4051
Kallie,0.001,89.809,4052
Julietta,0.001,89.810,4053
Jesusita,0.001,89.811,4054
Jestine,0.001,89.812,4055
Jessia,0.001,89.813,4056
Jeremy,0.001,89.814,4057
Jeffie,0.001,89.815,4058
Janyce,0.001,89.816,4059
Isadora,0.001,89.817,4060
Georgianne,0.001,89.818,4061
Fidelia,0.001,89.819,4062
Evita,0.001,89.820,4063
Eura,0.001,89.821,4064
Eulah,0.001,89.822,4065
Estefana,0.001,89.823,4066
Elsy,0.001,89.824,4067
Elizabet,0.001,89.825,4068
Eladia,0.001,89.826,4069
Dodie,0.001,89.827,4070
Dion,0.001,89.828,4071
Dia,0.001,89.829,4072
Denisse,0.001,89.830,4073
Deloras,0.001,89.831,4074
Delila,0.001,89.832,4075
Daysi,0.001,89.833,4076
Dakota,0.001,89.834,4077
Curtis,0.001,89.835,4078
Crystle,0.001,89.836,4079
Concha,0.001,89.837,4080
Colby,0.001,89.838,4081
Claretta,0.001,89.839,4082
Chu,0.001,89.840,4083
Christia,0.001,89.841,4084
Charlsie,0.001,89.842,4085
Charlena,0.001,89.843,4086
Carylon,0.001,89.844,4087
Bettyann,0.001,89.845,4088
Asley,0.001,89.846,4089
Ashlea,0.001,89.847,4090
Amira,0.001,89.848,4091
Ai,0.001,89.849,4092
Agueda,0.001,89.850,4093
Agnus,0.001,89.851,4094
Yuette,0.001,89.852,4095
Vinita,0.001,89.853,4096
Victorina,0.001,89.854,4097
Tynisha,0.001,89.855,4098
Treena,0.001,89.856,4099
Toccara,0.001,89.857,4100
Tish,0.001,89.858,4101
Thomasena,0.001,89.859,4102
Tegan,0.001,89.860,4103
Soila,0.001,89.861,4104
Shiloh,0.001,89.862,4105
Shenna,0.001,89.863,4106
Sharmaine,0.001,89.864,4107
Shantae,0.001,89.865,4108
Shandi,0.001,89.866,4109
September,0.001,89.867,4110
Saran,0.001,89.867,4111
Sarai,0.001,89.868,4112
Sana,0.001,89.869,4113
Samuel,0.001,89.870,4114
Salley,0.001,89.871,4115
Rosette,0.001,89.872,4116
Rolande,0.001,89.873,4117
Regine,0.001,89.874,4118
Otelia,0.001,89.875,4119
Oscar,0.001,89.876,4120
Olevia,0.001,89.877,4121
Nicholle,0.001,89.878,4122
Necole,0.001,89.879,4123
Naida,0.001,89.880,4124
Myrta,0.001,89.881,4125
Myesha,0.001,89.882,4126
Mitsue,0.001,89.883,4127
Minta,0.001,89.884,4128
Mertie,0.001,89.885,4129
Margy,0.001,89.886,4130
Mahalia,0.001,89.887,4131
Madalene,0.001,89.888,4132
Love,0.001,89.889,4133
Loura,0.001,89.890,4134
Lorean,0.001,89.891,4135
Lewis,0.001,89.892,4136
Lesha,0.001,89.893,4137
Leonida,0.001,89.894,4138
Lenita,0.001,89.895,4139
Lavone,0.001,89.896,4140
Lashell,0.001,89.897,4141
Lashandra,0.001,89.898,4142
Lamonica,0.001,89.899,4143
Kimbra,0.001,89.900,4144
Katherina,0.001,89.901,4145
Karry,0.001,89.902,4146
Kanesha,0.001,89.903,4147
Julio,0.001,89.903,4148
Jong,0.001,89.904,4149
Jeneva,0.001,89.905,4150
Jaquelyn,0.001,89.906,4151
Hwa,0.001,89.907,4152
Gilma,0.001,89.908,4153
Ghislaine,0.001,89.909,4154
Gertrudis,0.001,89.910,4155
Fransisca,0.001,89.911,4156
Fermina,0.001,89.912,4157
Ettie,0.001,89.913,4158
Etsuko,0.001,89.914,4159
Ellis,0.001,89.915,4160
Ellan,0.001,89.916,4161
Elidia,0.001,89.917,4162
Edra,0.001,89.918,4163
Dorethea,0.001,89.919,4164
Doreatha,0.001,89.920,4165
Denyse,0.001,89.921,4166
Denny,0.001,89.922,4167
Deetta,0.001,89.923,4168
Daine,0.001,89.924,4169
Cyrstal,0.001,89.925,4170
Corrin,0.001,89.926,4171
Cayla,0.001,89.927,4172
Carlita,0.001,89.928,4173
Camila,0.001,89.929,4174
Burma,0.001,89.930,4175
Bula,0.001,89.931,4176
Buena,0.001,89.932,4177
Blake,0.001,89.933,4178
Barabara,0.001,89.934,4179
Avril,0.001,89.935,4180
Austin,0.001,89.936,4181
Alaine,0.001,89.937,4182
Zana,0.001,89.938,4183
Wilhemina,0.001,89.938,4184
Wanetta,0.001,89.939,4185
Virgil,0.001,89.940,4186
Vi,0.001,89.941,4187
Veronika,0.001,89.942,4188
Vernon,0.001,89.943,4189
Verline,0.001,89.944,4190
Vasiliki,0.001,89.945,4191
Tonita,0.001,89.946,4192
Tisa,0.001,89.947,4193
Teofila,0.001,89.948,4194
Tayna,0.001,89.949,4195
Taunya,0.001,89.950,4196
Tandra,0.001,89.951,4197
Takako,0.001,89.952,4198
Sunni,0.001,89.953,4199
Suanne,0.001,89.954,4200
Sixta,0.001,89.954,4201
Sharell,0.001,89.955,4202
Seema,0.001,89.956,4203
Russell,0.001,89.957,4204
Rosenda,0.001,89.958,4205
Robena,0.001,89.959,4206
Raymonde,0.001,89.960,4207
Pei,0.001,89.961,4208
Pamila,0.001,89.962,4209
Ozell,0.001,89.963,4210
Neida,0.001,89.964,4211
Neely,0.001,89.965,4212
Mistie,0.001,89.966,4213
Micha,0.001,89.967,4214
Merissa,0.001,89.968,4215
Maurita,0.001,89.969,4216
Maryln,0.001,89.970,4217
Maryetta,0.001,89.971,4218
Marshall,0.001,89.971,4219
Marcell,0.001,89.972,4220
Malena,0.001,89.973,4221
Makeda,0.001,89.974,4222
Maddie,0.001,89.975,4223
Lovetta,0.001,89.976,4224
Lourie,0.001,89.977,4225
Lorrine,0.001,89.978,4226
Lorilee,0.001,89.979,4227
Lester,0.001,89.980,4228
Laurena,0.001,89.981,4229
Lashay,0.001,89.982,4230
Larraine,0.001,89.983,4231
Laree,0.001,89.984,4232
Lacresha,0.001,89.985,4233
Kristle,0.001,89.986,4234
Krishna,0.001,89.987,4235
Keva,0.001,89.987,4236
Keira,0.001,89.988,4237
Karole,0.001,89.989,4238
Joie,0.001,89.990,4239
Jinny,0.001,89.991,4240
Jeannetta,0.001,89.992,4241
Jama,0.001,89.993,4242
Heidy,0.001,89.994,4243
Gilberte,0.001,89.995,4244
Gema,0.001,89.996,4245
Faviola,0.001,89.997,4246
Evelynn,0.001,89.998,4247
Enda,0.001,89.999,4248
Elli,0.001,90.000,4249
Ellena,0.001,90.001,4250
Divina,0.001,90.002,4251
Dagny,0.001,90.003,4252
Collene,0.001,90.003,4253
Codi,0.001,90.004,4254
Cindie,0.001,90.005,4255
Chassidy,0.001,90.006,4256
Chasidy,0.001,90.007,4257
Catrice,0.001,90.008,4258
Catherina,0.001,90.009,4259
Cassey,0.001,90.010,4260
Caroll,0.001,90.011,4261
Carlena,0.001,90.012,4262
Candra,0.001,90.013,4263
Calista,0.001,90.014,4264
Bryanna,0.001,90.015,4265
Britteny,0.001,90.016,4266
Beula,0.001,90.017,4267
Bari,0.001,90.018,4268
Audrie,0.001,90.019,4269
Audria,0.001,90.019,4270
Ardelia,0.001,90.020,4271
Annelle,0.001,90.021,4272
Angila,0.001,90.022,4273
Alona,0.001,90.023,4274
Allyn,0.001,90.024,4275
