USPS,GEOID,ANSICODE,NAME,LSAD,FUNCSTAT,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG
AL,0139856,02405948,Kimberly city,25,A,15147822,0,5.849,0.000,33.775851,-86.797082
AL,0140072,02405953,Kinsey town,43,A,31328733,0,12.096,0.000,31.292599,-85.335363
AL,0140096,02405954,Kinston town,43,A,12671301,62341,4.892,0.024,31.219604,-86.170075
AL,0140648,02403183,Ladonia CDP,57,S,8115436,10357,3.133,0.004,32.460641,-85.096535
AL,0140672,02404846,La Fayette city,25,A,22940322,71565,8.857,0.028,32.899427,-85.400795
AL,0140888,02405980,Lakeview town,43,A,1636126,0,0.632,0.000,34.391629,-85.975704
AL,0140928,02405977,Lake View town,43,A,5434386,606017,2.098,0.234,33.286498,-87.130280
AL,0141296,02404883,Lanett city,25,A,16167426,0,6.242,0.000,32.857768,-85.207761
AL,0141368,02405985,Langston town,43,A,12755795,8595968,4.925,3.319,34.545063,-86.093350
AL,0141968,02404905,Leeds city,25,A,58229172,566937,22.482,0.219,33.546851,-86.571780
AL,0142016,02405999,Leesburg town,43,A,16617956,48343,6.416,0.019,34.178627,-85.777897
AL,0142160,02406001,Leighton town,43,A,2550152,0,0.985,0.000,34.698625,-87.529116
AL,0142304,02628596,Leroy CDP,57,S,30846566,174336,11.910,0.067,31.494937,-87.972782
AL,0142352,02406007,Lester town,43,A,4738825,5534,1.830,0.002,34.982751,-87.155535
AL,0142472,02406009,Level Plains town,43,A,7923614,0,3.059,0.000,31.307070,-85.768755
AL,0142640,02406013,Lexington town,43,A,8380002,12555,3.236,0.005,34.959351,-87.372830
AL,0142808,02406018,Libertyville town,43,A,1347464,7932,0.520,0.003,31.243980,-86.460150
AL,0142928,02633315,Lillian CDP,57,S,4944913,4196328,1.909,1.620,30.418904,-87.420751
AL,0143120,02404929,Lincoln city,25,A,65002300,463884,25.098,0.179,33.622176,-86.070637
AL,0143240,02404934,Linden city,25,A,9268324,88546,3.579,0.034,32.301358,-87.792564
AL,0143264,02404935,Lineville city,25,A,23152223,179561,8.939,0.069,33.312832,-85.752278
AL,0143336,02404936,Lipscomb city,25,A,3041689,0,1.174,0.000,33.426054,-86.926026
AL,0143384,02406024,Lisman town,43,A,6697384,0,2.586,0.000,32.171729,-88.284092
AL,0143648,02406027,Littleville town,43,A,12877594,116619,4.972,0.045,34.595132,-87.670739
AL,0143720,02404942,Livingston city,25,A,18467438,215417,7.130,0.083,32.595549,-88.186929
AL,0143744,02406032,Loachapoka town,43,A,2941323,19893,1.136,0.008,32.607946,-85.598479
AL,0143816,02406033,Lockhart town,43,A,2818242,103127,1.088,0.040,31.013011,-86.350273
AL,0143888,02406036,Locust Fork town,43,A,9996657,27165,3.860,0.010,33.876794,-86.647093
AL,0144160,02582685,Lookout Mountain CDP,57,S,39447720,37158,15.231,0.014,34.115916,-85.965464
AL,0144344,02406049,Louisville town,43,A,7118466,0,2.748,0.000,31.781047,-85.558336
AL,0144536,02406051,Lowndesboro town,43,A,2050742,0,0.792,0.000,32.276422,-86.610848
AL,0144608,02406055,Loxley town,43,A,82494473,956592,31.851,0.369,30.684588,-87.739213
AL,0144728,02404977,Luverne city,25,A,40525539,70615,15.647,0.027,31.718941,-86.269082
AL,0144800,02406065,Lynn town,43,A,27586589,35555,10.651,0.014,34.057592,-87.548639
AL,0145208,02403268,McDonald Chapel CDP,57,S,2778596,10833,1.073,0.004,33.518576,-86.938462
AL,0145316,02633142,Macedonia CDP,57,S,10226512,0,3.948,0.000,33.403139,-88.239221
AL,0145472,02406131,McIntosh town,43,A,2579767,0,0.996,0.000,31.264957,-88.028369
AL,0145496,02406134,McKenzie town,43,A,9644432,43121,3.724,0.017,31.546470,-86.725954
AL,0145640,02406137,McMullen town,43,A,283764,0,0.110,0.000,33.148100,-88.175749
AL,0145784,02404989,Madison city,25,A,76680381,340948,29.606,0.132,34.710533,-86.762280
AL,0145904,02406075,Madrid town,43,A,5025807,0,1.940,0.000,31.035771,-85.397845
AL,0146072,02406080,Magnolia Springs town,43,A,2327883,162829,0.899,0.063,30.403410,-87.775895
AL,0146192,02628597,Malcolm CDP,57,S,6110284,65858,2.359,0.025,31.198697,-88.001065
AL,0146264,02406084,Malvern town,43,A,36313079,12962,14.021,0.005,31.143698,-85.522973
AL,0146504,02406093,Maplesville town,43,A,8463711,104846,3.268,0.040,32.788282,-86.876651
AL,0146600,02582686,Marbury CDP,57,S,59967130,199873,23.153,0.077,32.683609,-86.475484
AL,0146696,02406094,Margaret town,43,A,25438711,39224,9.822,0.015,33.672840,-86.463942
AL,0146768,02405020,Marion city,25,A,27365217,242538,10.566,0.094,32.631968,-87.317333
AL,0147728,02406119,Maytown town,43,A,6945357,0,2.682,0.000,33.549016,-86.999872
AL,0147740,02403273,Meadowbrook CDP,57,S,11116552,33714,4.292,0.013,33.390614,-86.708172
AL,0147848,02628598,Megargel CDP,57,S,1781777,0,0.688,0.000,31.378141,-87.430649
AL,0148052,02406145,Memphis town,43,A,1002838,11307,0.387,0.004,33.137044,-88.305942
AL,0148064,02406147,Mentone town,43,A,12087986,27272,4.667,0.011,34.563191,-85.589706
AL,0148112,02403279,Meridianville CDP,57,S,40250697,136955,15.541,0.053,34.874913,-86.580559
AL,0148376,02404254,Midfield city,25,A,6869817,0,2.652,0.000,33.455197,-86.922633
AL,0148400,02406160,Midland City town,43,A,15682077,0,6.055,0.000,31.315689,-85.493686
AL,0148424,02406161,Midway town,43,A,8570511,0,3.309,0.000,32.076373,-85.524417
AL,0148616,02403291,Mignon CDP,57,S,5185134,88368,2.002,0.034,33.186580,-86.256886
AL,0148712,02404261,Millbrook city,25,A,33202104,740669,12.819,0.286,32.501474,-86.373914
AL,0148784,02582687,Millerville CDP,57,S,17349170,57261,6.699,0.022,33.191458,-85.929828
AL,0148808,02406164,Millport town,43,A,14226301,35345,5.493,0.014,33.555935,-88.082382
AL,0148832,02406165,Millry town,43,A,19398790,64927,7.490,0.025,31.621199,-88.327956
AL,0149072,02403295,Minor CDP,57,S,1814797,0,0.701,0.000,33.538950,-86.940261
AL,0150000,02404278,Mobile city,25,A,361044263,105325210,139.400,40.666,30.668426,-88.100226
AL,0150192,02404285,Monroeville city,25,A,34635691,18229,13.373,0.007,31.516223,-87.327714
AL,0150312,02404287,Montevallo city,25,A,32317170,717257,12.478,0.277,33.125869,-86.846924
AL,0151000,02404289,Montgomery city,25,A,413985435,4411954,159.841,1.703,32.347174,-86.266114
AL,0151096,02404295,Moody city,25,A,63440009,819503,24.494,0.316,33.603431,-86.493783
AL,0151216,02403306,Moores Mill CDP,57,S,35235974,428312,13.605,0.165,34.852143,-86.520380
AL,0151264,02406188,Mooresville town,43,A,307600,0,0.119,0.000,34.626964,-86.879997
AL,0151456,02406195,Morris town,43,A,7843162,28998,3.028,0.011,33.746735,-86.804438
AL,0151469,02582688,Morrison Crossroads CDP,57,S,13444306,191484,5.191,0.074,33.417996,-85.488284
AL,0151520,02406201,Mosses town,43,A,12275052,95648,4.739,0.037,32.188758,-86.679435
AL,0151600,02404314,Moulton city,25,A,15525177,37270,5.994,0.014,34.488302,-87.282707
AL,0151648,02406202,Moundville town,43,A,11875640,152689,4.585,0.059,32.996542,-87.627545
AL,0151696,02404329,Mountain Brook city,25,A,33228843,62886,12.830,0.024,33.491488,-86.734470
AL,0152320,02582689,Mount Olive CDP,57,S,21545249,8863,8.319,0.003,33.078474,-86.133291
AL,0152344,02403310,Mount Olive CDP,57,S,23878636,12514,9.220,0.005,33.669296,-86.875494
AL,0152608,02406213,Mount Vernon town,43,A,14195692,293790,5.481,0.113,31.087727,-88.013166
AL,0152680,02628599,Movico CDP,57,S,2027795,0,0.783,0.000,31.062763,-88.026619
AL,0152776,02406218,Mulga town,43,A,1591717,0,0.615,0.000,33.552891,-86.973293
AL,0152848,02424936,Munford town,43,A,5733183,3279,2.214,0.001,33.529059,-85.952543
AL,0153016,02404345,Muscle Shoals city,25,A,42811752,53102,16.530,0.021,34.743692,-87.633774
AL,0153112,02406222,Myrtlewood town,43,A,6721488,0,2.595,0.000,32.252088,-87.949261
AL,0153208,02628600,Nanafalia CDP,57,S,5619406,0,2.170,0.000,32.111393,-87.995757
AL,0153232,02582690,Nances Creek CDP,57,S,15041335,21045,5.807,0.008,33.854650,-85.684728
AL,0153256,02406224,Napier Field town,43,A,662501,0,0.256,0.000,31.314917,-85.454962
AL,0153376,02406966,Natural Bridge town,43,A,1123321,0,0.434,0.000,34.090353,-87.601409
AL,0153400,02406967,Nauvoo town,43,A,2563597,5096,0.990,0.002,33.984386,-87.485440
AL,0153448,02406969,Nectar town,43,A,4689472,35874,1.811,0.014,33.979779,-86.620614
AL,0153472,02406970,Needham town,43,A,1482480,0,0.572,0.000,31.987000,-88.336563
AL,0153784,02406982,Newbern town,43,A,3010370,6872,1.162,0.003,32.591672,-87.535614
AL,0153856,02406973,New Brockton town,43,A,20683051,35486,7.986,0.014,31.367723,-85.925180
AL,0154168,02404361,New Hope city,25,A,22423246,148593,8.658,0.057,34.537972,-86.412372
AL,0154312,02403332,New Market CDP,57,S,45403018,78284,17.530,0.030,34.892335,-86.425818
AL,0154432,02406980,New Site town,43,A,25551805,44275,9.866,0.017,33.026041,-85.784536
AL,0154480,02406989,Newton town,43,A,36907377,73592,14.250,0.028,31.341229,-85.588307
AL,0154582,02582691,New Union CDP,57,S,31556962,10955,12.184,0.004,34.133682,-86.228002
AL,0154600,02406991,Newville town,43,A,10406795,0,4.018,0.000,31.420604,-85.336690
AL,0155044,02407004,North Courtland town,43,A,1708149,29497,0.660,0.011,34.680046,-87.305721
AL,0155152,02407006,North Johns town,43,A,526683,0,0.203,0.000,33.368055,-87.100888
AL,0155200,02404400,Northport city,25,A,43353277,1016012,16.739,0.392,33.257975,-87.596470
AL,0155440,02407012,Notasulga town,43,A,35753947,388325,13.805,0.150,32.555409,-85.668577
AL,0155752,02407015,Oak Grove town,43,A,4606524,5004,1.779,0.002,33.190359,-86.303727
AL,0155848,02407019,Oak Hill town,43,A,1451274,0,0.560,0.000,31.921620,-87.085234
AL,0155992,02407028,Oakman town,43,A,7981750,22558,3.082,0.009,33.714322,-87.388699
AL,0156400,02407036,Odenville town,43,A,36168857,248231,13.965,0.096,33.700875,-86.423371
AL,0156472,02407037,Ohatchee town,43,A,15270086,105149,5.896,0.041,33.789764,-86.029055
AL,0157000,02404433,Oneonta city,25,A,40069506,149959,15.471,0.058,33.947082,-86.489510
AL,0157024,02407049,Onycha town,43,A,2050856,24551,0.792,0.009,31.225693,-86.276024
AL,0157048,02404435,Opelika city,25,A,154497144,2388300,59.652,0.922,32.660739,-85.378890
AL,0157120,02404437,Opp city,25,A,61289127,2396950,23.664,0.925,31.284375,-86.257442
AL,0157144,02404439,Orange Beach city,25,A,38077385,3226463,14.702,1.246,30.293811,-87.585960
AL,0157240,02407056,Orrville town,43,A,2684768,0,1.037,0.000,32.306769,-87.245447
AL,0157384,02582692,Our Town CDP,57,S,30766140,93654,11.879,0.036,32.842211,-85.967035
AL,0157504,02407060,Owens Cross Roads town,43,A,21437783,309445,8.277,0.119,34.585458,-86.455027
AL,0157576,02404451,Oxford city,25,A,79928891,851544,30.861,0.329,33.598433,-85.872336
AL,0157648,02404456,Ozark city,25,A,88297293,639149,34.092,0.247,31.451615,-85.645035
AL,0157696,02407066,Paint Rock town,43,A,1122648,24971,0.433,0.010,34.660934,-86.333952
AL,0157912,02628601,Panola CDP,57,S,1858530,3231,0.718,0.001,32.946819,-88.262264
AL,0158272,02407076,Parrish town,43,A,5421087,0,2.093,0.000,33.732321,-87.280127
AL,0158848,02404497,Pelham city,25,A,100356676,1311244,38.748,0.506,33.321830,-86.742197
AL,0158896,02404499,Pell City city,25,A,64434310,7139017,24.878,2.756,33.560312,-86.263634
AL,0158968,02407098,Pennington town,43,A,5081834,0,1.962,0.000,32.206960,-88.055777
AL,0159016,02582693,Penton CDP,57,S,23661886,93782,9.136,0.036,33.009832,-85.474824
AL,0159064,02633316,Perdido CDP,57,S,28846205,77325,11.138,0.030,31.005692,-87.630112
AL,0159088,02560543,Perdido Beach town,43,A,3221585,1105,1.244,0.000,30.353879,-87.504788
AL,0159232,02628602,Peterman CDP,57,S,1094489,0,0.423,0.000,31.583669,-87.263042
AL,0159328,02407104,Petrey town,43,A,1900154,42953,0.734,0.017,31.852160,-86.204007
AL,0159472,02404510,Phenix City city,25,A,72497364,325619,27.991,0.126,32.461669,-85.025021
AL,0159496,02407105,Phil Campbell town,43,A,10519452,39480,4.062,0.015,34.351539,-87.706319
AL,0159592,02407107,Pickensville town,43,A,20011645,6039614,7.727,2.332,33.235782,-88.289443
AL,0159640,02404515,Piedmont city,25,A,25410069,172091,9.811,0.066,33.926035,-85.615442
AL,0159760,02407109,Pike Road town,43,A,81827895,758331,31.594,0.293,32.311887,-86.033007
AL,0159832,02407112,Pinckard town,43,A,13813652,21718,5.333,0.008,31.318989,-85.537836
AL,0159880,02407114,Pine Apple town,43,A,8029654,0,3.100,0.000,31.872155,-86.989059
AL,0160240,02407115,Pine Hill town,43,A,9885074,0,3.817,0.000,31.985884,-87.587516
AL,0160264,02582694,Pine Level CDP,57,S,64250372,132799,24.807,0.051,32.579539,-86.454318
AL,0160372,02407119,Pine Ridge town,43,A,3361084,916,1.298,0.000,34.447950,-85.784018
AL,0160648,02424931,Pinson city,25,A,29254762,71377,11.295,0.028,33.709262,-86.663613
AL,0160720,02407128,Pisgah town,43,A,12433063,0,4.800,0.000,34.684366,-85.846010
AL,0161008,02404538,Pleasant Grove city,25,A,25631949,0,9.897,0.000,33.493605,-86.978206
AL,0161038,02407134,Pleasant Groves town,43,A,9443257,7419,3.646,0.003,34.737619,-86.197637
AL,0161488,02403433,Point Clear CDP,57,S,14275085,79301,5.512,0.031,30.494676,-87.909991
AL,0161536,02407141,Pollard town,43,A,2880392,6856,1.112,0.003,31.023877,-87.172978
AL,0162075,02407153,Powell town,43,A,12853511,0,4.963,0.000,34.532534,-85.897879
AL,0162328,02404568,Prattville city,25,A,86435482,2322045,33.373,0.897,32.461908,-86.457385
AL,0162472,02407160,Priceville town,43,A,13523098,74664,5.221,0.029,34.524483,-86.881676
AL,0162496,02404573,Prichard city,25,A,65569113,527534,25.316,0.204,30.773337,-88.131418
AL,0162688,02407165,Providence town,43,A,4520210,0,1.745,0.000,32.342386,-87.776115
AL,0162952,02628603,Putnam CDP,57,S,24565136,0,9.485,0.000,32.018084,-88.033057
AL,0163216,02407169,Ragland town,43,A,43481619,128940,16.788,0.050,33.748325,-86.135927
AL,0163288,02404588,Rainbow City city,25,A,65936683,381974,25.458,0.147,33.928777,-86.084228
AL,0163336,02404589,Rainsville city,25,A,53415701,36474,20.624,0.014,34.494364,-85.836505
AL,0163408,02407173,Ranburne town,43,A,4107909,0,1.586,0.000,33.525853,-85.339013
AL,0163495,02582695,Ray CDP,57,S,21247615,115793,8.204,0.045,32.889230,-86.024613
AL,0163576,02404601,Red Bay city,25,A,25224456,268155,9.739,0.104,34.436097,-88.136515
AL,0163730,02582696,Redland CDP,57,S,62526860,383677,24.142,0.148,32.481426,-86.143759
AL,0163768,02407185,Red Level town,43,A,4977707,12963,1.922,0.005,31.406711,-86.606217
AL,0163912,02403466,Redstone Arsenal CDP,57,S,19888972,42847,7.679,0.017,34.687763,-86.661268
AL,0163984,02407191,Reece City town,43,A,9207429,0,3.555,0.000,34.077307,-86.034461
AL,0164040,02582697,Reeltown CDP,57,S,19547557,72437,7.547,0.028,32.574211,-85.819562
AL,0164104,02407194,Reform town,43,A,20741848,73591,8.008,0.028,33.378214,-88.017297
AL,0164152,02407196,Rehobeth town,43,A,19367234,80045,7.478,0.031,31.124507,-85.439607
AL,0164368,02407200,Repton town,43,A,2479555,18493,0.957,0.007,31.409716,-87.238931
AL,0164656,02407216,Ridgeville town,43,A,2125492,0,0.821,0.000,34.056929,-86.102874
AL,0164776,02407223,River Falls town,43,A,17703764,675339,6.835,0.261,31.352397,-86.544609
AL,0164920,02407224,Riverside town,43,A,22442567,4513424,8.665,1.743,33.616394,-86.204357
AL,0165016,02407226,Riverview town,43,A,3735330,55330,1.442,0.021,31.061141,-87.077421
AL,0165040,02404627,Roanoke city,25,A,48526075,988793,18.736,0.382,33.145305,-85.369526
AL,0165208,02404632,Robertsdale city,25,A,14120519,34034,5.452,0.013,30.557139,-87.704723
AL,0165412,02403485,Rock Creek CDP,57,S,7811250,0,3.016,0.000,33.477227,-87.081249
AL,0165472,02407230,Rockford town,43,A,8569713,28596,3.309,0.011,32.896866,-86.208345
AL,0165592,02403487,Rock Mills CDP,57,S,16381849,11243,6.325,0.004,33.159940,-85.281070
AL,0165784,02632283,Rockville CDP,57,S,7268656,0,2.806,0.000,31.405776,-87.844212
AL,0166216,02407235,Rogersville town,43,A,7855363,6344,3.033,0.002,34.827714,-87.284092
AL,0166408,02407242,Rosa town,43,A,9758714,14775,3.768,0.006,33.992756,-86.500325
AL,0167056,02404657,Russellville city,25,A,34720031,275054,13.405,0.106,34.505737,-87.728192
AL,0167176,02407263,Rutledge town,43,A,15180932,0,5.861,0.000,31.724072,-86.302008
AL,0167536,02407266,St. Florian town,43,A,9515442,51477,3.674,0.020,34.866847,-87.623753
AL,0167584,02628605,St. Stephens CDP,57,S,25581948,61232,9.877,0.024,31.571111,-88.052834
AL,0167608,02402815,Saks CDP,57,S,31473195,104617,12.152,0.040,33.711401,-85.853698
AL,0167800,02405412,Samson city,25,A,9370773,24545,3.618,0.009,31.112417,-86.046735
AL,0167920,02407282,Sand Rock town,43,A,11291050,0,4.359,0.000,34.230200,-85.771561
AL,0168016,02407286,Sanford town,43,A,10818392,109749,4.177,0.042,31.298820,-86.398859
AL,0168160,02405422,Saraland city,25,A,73566058,497598,28.404,0.192,30.854581,-88.109929
AL,0168280,02407291,Sardis City town,43,A,20367863,40296,7.864,0.016,34.172413,-86.119104
AL,0168352,02405427,Satsuma city,25,A,19323446,122488,7.461,0.047,30.857874,-88.063383
AL,0168736,02405433,Scottsboro city,25,A,131195531,17497800,50.655,6.756,34.644641,-86.048205
AL,0169000,02407306,Section town,43,A,11842418,0,4.572,0.000,34.581644,-85.984942
AL,0169120,02405441,Selma city,25,A,35765690,1537275,13.809,0.594,32.417020,-87.035792
AL,0169180,02402837,Selmont-West Selmont CDP,57,S,8491023,100747,3.278,0.039,32.378249,-87.006898
AL,0169240,02680031,Semmes city,25,A,21492411,48373,8.298,0.019,30.766104,-88.249485
AL,0169648,02405452,Sheffield city,25,A,16496799,233189,6.369,0.090,34.755494,-87.701265
AL,0169672,02582698,Shelby CDP,57,S,48586750,657199,18.759,0.254,33.106882,-86.585403
AL,0169840,02407327,Shiloh town,43,A,4435553,0,1.713,0.000,34.463763,-85.877994
AL,0169978,02582699,Shoal Creek CDP,57,S,13002562,733860,5.020,0.283,33.430763,-86.610925
AL,0170128,02407329,Shorter town,43,A,11758197,71299,4.540,0.028,32.411509,-85.972756
AL,0170416,02407336,Silas town,43,A,13485230,0,5.207,0.000,31.767802,-88.325923
AL,0170536,02407342,Silverhill town,43,A,3252167,7386,1.256,0.003,30.545359,-87.750557
AL,0170632,02632284,Sims Chapel CDP,57,S,14771229,79457,5.703,0.031,31.249255,-88.142971
AL,0170704,02407346,Sipsey town,43,A,1244552,3638,0.481,0.001,33.822119,-87.082918
AL,0170896,02407348,Skyline town,43,A,10311412,30283,3.981,0.012,34.798524,-86.122430
AL,0171040,02405471,Slocomb city,25,A,24575015,28186,9.488,0.011,31.112122,-85.598663
AL,0171190,02405476,Smiths Station city,25,A,17386667,69041,6.713,0.027,32.534662,-85.111341
AL,0171201,02402861,Smoke Rise CDP,57,S,15007353,32672,5.794,0.013,33.879942,-86.824683
AL,0171280,02407358,Snead town,43,A,14036369,48255,5.419,0.019,34.119476,-86.389223
AL,0171496,02407365,Somerville town,43,A,7110223,9893,2.745,0.004,34.467006,-86.795843
AL,0171832,02405499,Southside city,25,A,49171091,429685,18.985,0.166,33.890841,-86.018020
AL,0171900,02407373,South Vinemont town,43,A,2254592,24159,0.871,0.009,34.233907,-86.866026
AL,0171976,02405500,Spanish Fort city,25,A,78350113,12193260,30.251,4.708,30.722714,-87.865845
AL,0172408,02582700,Spring Garden CDP,57,S,5867219,0,2.265,0.000,33.972965,-85.555756
AL,0172600,02405516,Springville city,25,A,23038484,101163,8.895,0.039,33.744720,-86.488817
AL,0172672,02628604,Spruce Pine CDP,57,S,2403095,2825,0.928,0.001,34.392870,-87.729597
AL,0172720,02582701,Standing Rock CDP,57,S,8256662,102583,3.188,0.040,33.085690,-85.239849
AL,0172816,02633317,Stapleton CDP,57,S,27848531,24155,10.752,0.009,30.735558,-87.797727
AL,0172888,02406664,Steele town,43,A,17387184,71437,6.713,0.028,33.941378,-86.192107
AL,0173056,02582702,Sterrett CDP,57,S,59381672,1678636,22.927,0.648,33.442198,-86.461045
AL,0173080,02406667,Stevenson city,25,A,19929679,1053473,7.695,0.407,34.876797,-85.814350
AL,0173152,02582703,Stewartville CDP,57,S,62521497,337888,24.140,0.130,33.075532,-86.260693
AL,0173272,02633318,Stockton CDP,57,S,24197952,743569,9.343,0.287,31.002970,-87.872488
AL,0173728,02405539,Sulligent city,25,A,20290838,0,7.834,0.000,33.891189,-88.126633
AL,0173848,02405542,Sumiton city,25,A,13529257,19710,5.224,0.008,33.749269,-87.046903
AL,0173872,02406681,Summerdale town,43,A,25961818,96469,10.024,0.037,30.476741,-87.687561
AL,0174160,02406699,Susan Moore town,43,A,13546873,41715,5.230,0.016,34.091999,-86.434156
AL,0174304,02406702,Sweet Water town,43,A,5242641,0,2.024,0.000,32.104903,-87.861185
AL,0174352,02405558,Sylacauga city,25,A,52449240,420768,20.251,0.162,33.188919,-86.274757
AL,0174400,02406707,Sylvania town,43,A,22409463,459682,8.652,0.177,34.562043,-85.804720
AL,0174424,02406706,Sylvan Springs town,43,A,22496480,0,8.686,0.000,33.528628,-87.031206
AL,0174592,02405562,Talladega city,25,A,66056296,209972,25.504,0.081,33.431757,-86.099454
